,Title,Price,Location,Bed
1787,"Renovated apartments with wood floors, dual pane windows Pool, Gym",2295, sunnyvale,"1
560ft2"
1788,"Spacious Double Master Apartment - $1,000 Move-In Bonus",2295, san jose west,"2
990ft2"
1789,Gorgeous newly renovated one bedroom up for rent with new appliances!,2295, campbell,"1
675ft2"
1790,Large Unit Balcony Dogs and Cats OK,2295, san jose west,"1
684ft2"
1791,A Gorgeous RENOVATED 1BD/1BA AVAILABLE NOW!,2295, morgan hill,"1
733ft2"
1792,Newly Renovated 1Bed 1Bath Apartment Ready for you!,2295, campbell,"1
675ft2"
1793,"NEW wood-like flooring, UPDATED 2BR apt, Modern kitchen, Spacious plan",2295, willow glen / cambrian,"2
915ft2"
1794,Very Private & Large Util PAID Pool/Super San Jose Loc dogs ok bh44,2295, san jose west,"1
684ft2"
1795,"Professionally Managed, Sorry No Pets, Close to 280 and 101",2295, sunnyvale,"1
560ft2"
1796,"Beautiful 2 bedroom Upstairs, Water & Trash Included!",2295, san jose south,"2
980ft2"
1797,Welcome Home! 1x1 w/Elevated Patio! Available For Move-In!,2296, san jose south,"1
806ft2"
1798,Ground Floor 1x1 w/Outdoor Storage! Available For Move-In! Tour Today!,2296, san jose south,"1
806ft2"
1799,Ground Floor 1x1 w/Lawn View! Available For Move-In! Tour Today!,2296, san jose south,"1
806ft2"
1800,Ground Floor 1x1 w/Lawn View! Available For Move-In! Tour Today!,2296, san jose south,"1
806ft2"
1801,Welcome Home! 1x1 w/Lawn View! Available For Move-In!,2296, san jose south,"1
806ft2"
1802,Ground Floor 1x1 w/Lawn View! Available For Move-In! Tour Today!,2296, san jose south,"1
806ft2"
1803,Ground Floor 1x1 w/Lawn View! Available For Move-In! Tour Today!,2296, san jose south,"1
806ft2"
1804,ATTRACTIVE 2BR/1BA APARTMENT WITH ACCESS TO A FITNESS CENTER!,2298, san jose south,"2
801ft2"
1805,"Two-Bedroom, One-Bathroom Apartment with an Equipped Kitchen!",2298, san jose south,"2
801ft2"
1806,2BR/1BA Apartment with Access to a Fitness Center & a Pool!,2298, san jose south,"2
801ft2"
1807,"Two-Bedroom, One-Bathroom Apartment with an Equipped Kitchen!",2298, san jose south,"2
801ft2"
1808,So Much Living Space With Fireplace & Roman Tub! Pet Friendly 1x1!,2298, san jose south,"1
840ft2"
1809,2BR/1BA Home with a Walk-In Closet in the Master Bedroom!,2298, san jose south,"2
801ft2"
1810,Stylish 2BR/1BA Home with Access to a Fitness Center,2298, san jose south,"2
801ft2"
1811,"1x1 W/ Large Roman Tub, Washer/Dryer Inside & Fireplace!",2298, san jose south,"1
840ft2"
1812,2BR/1BA Home with a Walk-In Closet in the Master Bedroom!,2298, san jose south,"2
801ft2"
1813,"1x1 W/ Large Roman Tub, Washer/Dryer Inside & Fireplace!",2298, san jose south,"1
840ft2"
1814,Stylish 2BR/1BA Home with Access to a Fitness Center,2298, san jose south,"2
801ft2"
1815,NEWLY RENOVATED  2 bedroom / 1 bathroom! Utilities included!,2299, san jose downtown,"2
1000ft2"
1816,NEWLY RENOVATED  2 bedroom / 1 bathroom! Free rent rest of Jan!,2299, san jose downtown,"2
1000ft2"
1817,2BR/1BA Home w/ Outdoor Playground & Swimming Pool,2299, san jose south,"2
880ft2"
1818,Park Like View with Lots of Space 2BR/1BA Apartment for Lease!,2299, san jose south,"2
880ft2"
1819,"2BR/1BA APT FOR RENT CLOSE TO HWY 85, 87, AND 101",2299, san jose south,"2
880ft2"
1820,Parking + Utilities included! Renovated 2x1 - all new appliances!,2299, san jose north,"2
900ft2"
1821,"MOVE IN 3/22! 2x1, 2nd FLOOR, UTILITIES INCLUDED, NEW APPLIANCES!",2299, san jose downtown,"2
1000ft2"
1822,RENOVATED 2x1 + NO utilities & FREE Parking. MOVE IN 3/22,2299, san jose downtown,"2
1000ft2"
1823,"Parking + Utilities FREE! Renovated, new floors + new appliances!",2299, san jose north,"2
900ft2"
1824,"Close to major employers, Cupertino schools, Walk to park, trails",2300, cupertino,2
1825,New Kitchen Appliances! Price Drop Plus $1000 Move In Bonus!!,2300, Campbell,"1
647ft2"
1826,Move In W/ Just the Deposit! Your New Home Awaits!,2300, Campbell,"1
647ft2"
1827,Campbell Neighborhood- Find Your Sweet Cozy Home at Pebble Creek!,2300, Minutes to Pruneyard Shopping Center,"1
647ft2"
1828,Cozy 1Bed/1Bath Home Available for Immediate Move In! First Month FREE,2300, Minutes to Pruneyard Shopping Center,"1
647ft2"
1829,2 Bedroom + 1 Bath Apartment - Great Location,2300, Santa Clara,2
1830,Spacious 0ne bedroom near Downtown Mountain View,2300, mountain view,"1
800ft2"
1831,"792 Delaware Ave, San Jose Affordable remodeled 2 bedroom 1 bath condo",2300, san jose south,"2
810ft2"
1832,"Willow Glen 2 bedroom 2 bath 820sf available NOW""",2300, san jose south,"2
820ft2"
1833,Condominium for rent,2300, san jose south,"2
903ft2"
1834,2136 park ave 2bdrm/1 bth apt,2300, san jose north,"2
950ft2"
1835,"3 Br, 1 Ba in Established Area - $2300",2300, gilroy,"3
1050ft2"
1836,1BR Condo for Rent on Capitol Ave off of Berreyessa,2300, san jose north,"1
632ft2"
1837,"Spacious 2br/1ba Duplex rent includes Utilities, Carport & Gardener",2300, san jose south,"2
1100ft2"
1838,Fourplex unit two bedroom,2300,NA,"2
1315ft2"
1839,A Higher Quality of Living. Two Bedroom Two Bath On Promo NOW!,2300, gilroy,"2
1057ft2"
1840,Cozy bedroom in San Jose,2300,NA,"1
667ft2"
1841,bright condo near Tamien station,2300, san jose downtown,"1
621ft2"
1842,Fiber Optic Internet,2300, sunnyvale,"1
767ft2"
1843,"1 bath, upstairs remodeled unit, Private garage, Light Rail -Adler",2300, campbell,"2
850ft2"
1844,Safest City In Country,2300, sunnyvale,"1
765ft2"
1845,Quiet; Yet Close To Everything,2300, sunnyvale,"1
765ft2"
1846,"3 bedroom, 2 bath home in Holliser",2300, hollister,"3
1100ft2"
1847,">>>> CHO THUE NHA 2 PHONG NGU, KHU TULLY & KING <<<",2300, san jose east,"2
1000ft2"
1848,Appointments Until 7 PM!,2300, sunnyvale,"1
765ft2"
1849,AC; Water Filtration System,2300, sunnyvale,"1
765ft2"
1850,Bright and Cozy 2br1ba Duplex includes Utilities & carport,2300, san jose south,"2
1100ft2"
1851,ALWAYS FRESH. FOREVER ORIGINAL! ON PROMO TWO BEDROOM TWO BATH NOW!,2300, gilroy,"2
1057ft2"
1852,2 bed 1 ba apt is on special in Victorian Square,2300, milpitas,"2
840ft2"
1853,Spacious Remodeled Apartment,2300, sunnyvale,"1
765ft2"
1854,Lower Cost Per Sq. Ft.,2300, sunnyvale,"1
765ft2"
1855,Solar Powered Apartment,2300, sunnyvale,"1
765ft2"
1856,1BR/1BA Santa Clara Apt Complex,2300, santa clara,"1
660ft2"
1857,"Bright and spacious 2-bedroom, 1-bath",2300, sunnyvale,"2
700ft2"
1858,2bed 1ba apt available in Victorian Square and has special rate,2300, milpitas,"2
840ft2"
1859,2 Bedroom 2 Bath with Great Location,2300, san jose south,"2
820ft2"
1860,Just Renovated. With Storage & Workshop,2300,NA,NA
1861,@@@ special 2bed 1ba apt available now in Victorian Square,2300, milpitas,"2
840ft2"
1862,Love Where You Live! On Promo Two Bedroom Two Bath Now!,2300, gilroy,"2
1167ft2"
1863,2 bedrooms 2 bathrooms in Santa Clara,2300, santa clara,"2
1000ft2"
1864,Fully furnished executive suite,2300, san jose downtown,"1
750ft2"
1865,"hurry, great 2bed 1ba apt has specious now!!",2300, Milpitas,"2
840ft2"
1866,Updated Top Floor with Pacific Mountain Views-1 B 1 B,2300, san jose west,"1
742ft2"
1867,Pet Friendly 1X1 Apartment in San Jose,2301, san jose south,"1
811ft2"
1868,2BR/1BA Apartment w/ Clubhouse & Recreation Room!,2304, san jose south,"2
863ft2"
1869,2BR/1BA Apartment w/ Clubhouse & Recreation Room!,2304, san jose south,"2
863ft2"
1870,2BR/1BA Apartment w/ Clubhouse & Recreation Room!,2304, san jose south,"2
863ft2"
1871,SPRING IS AROUND THE CORNER! SECURE YOUR NEW HOME TODAY!,2304, san jose north,532ft2
1872,1bhk apt available for sublease 15th March,2309, san jose north,"1
739ft2"
1873,6 Weeks Free Limited Time Only!,2310, willow glen / cambrian,"2
750ft2"
1874,Fully Furnished Suites Free Wi-Fi & Cable TV Grab & Go Breakfast,2310, san jose south,NA
1875,HUGE FLOOR PLANS & IN THE HEART OF SUNNYVALE,2313, sunnyvale,"1
767ft2"
1876,1 bed apartment for sub-lease in 4331 renaissance dr san jose,2313, san jose north,"1
730ft2"
1877,Arrived!! Spacious Studio Coming Soon!!,2315, san jose south,549ft2
1878,Arrived!! Lease Your New Home!! Spacious Studio,2315, san jose south,549ft2
1879,Arrived!! Lease Your New Home!!,2315, san jose south,549ft2
1880,Park Like View with Lots of Space 2BR/1BA Apartment for Lease!,2315, san jose south,"2
880ft2"
1881,Second Floor 1x1 W/ Detached Shared Garage! Nice Location! Pets Okay!,2316, san jose south,"1
764ft2"
1882,Scenic Second Floor 1x1 Available Now! Pets Friendly! Tour Today!,2316, san jose south,"1
764ft2"
1883,Scenic Second Floor 1x1 Available Now! Pets Friendly! Tour Today!,2316, san jose south,"1
764ft2"
1884,"Schedule a Tour, Floor to Ceiling Windows, WD Included",2319, san jose downtown,"1
592ft2"
1885,We Have Dropped The Rent Prices On All Apartments!!!,2319, san jose downtown,"1
592ft2"
1886,We Only Have 2 Jr 1 Bedrooms Left!! Won't Last Long!!,2319, san jose downtown,"1
592ft2"
1887,SPACIOUS ONE BED AVAILABLE NOW!,2320, cupertino,"1
600ft2"
1888,"Premier Community Room, Sunken Tubs, BBQ Grills",2321, campbell,"1
775ft2"
1889,"Spacious Floorplans, Fitness Center, Night Patrol",2321, san jose north,"1
667ft2"
1890,"Convenient Location, Package Lockers, Patio or Balcony",2322, santa clara,"1
632ft2"
1891,Make Old Orchard your new home !! Newly Renovated Units !!,2322, santa clara,"1
632ft2"
1892,You Can Afford To Dwell Well. Schedule A Tour Today!,2324, santa clara,"1
664ft2"
1893,"Upgraded Kitchens, Visit Your New Home, Come Visit Today",2324, santa clara,"1
664ft2"
1894,"Amazing Amenities, Premium Location In Silicon Valley. Must See!",2324, santa clara,"1
664ft2"
1895,"Fitness Center, Large Closets, Lease Today",2324, santa clara,"1
664ft2"
1896,1st Floor! 2nd Month Free! Move in March 1st!,2325, san jose downtown,"2
1200ft2"
1897,"In-unit washer and dryer, Package acceptance services, Coffee bar",2325, san jose south,"1
726ft2"
1898,Spacious Large 1 bed x 1 bath (TP),2325, sunnyvale,"1
653ft2"
1899,"Open house 03/02 ,Beautiful 2x1 ready for move in!Great location",2325, santa clara,2
1900,Duplex 2 br 1 ba in Cambrian Park,2325, willow glen / cambrian,"2
770ft2"
1901,1 Bedroom -  Mountain View - $2325 Downstairs/yard Available 3/10/19,2325, mountain view,"1
767ft2"
1902,"Open House 03/02 ,Beautiful 2x1 ready for move in!Great location",2325, santa clara,2
1903,Spacious Renovated 1B! Great Location and Value!!,2328, cupertino,"1
600ft2"
1904,"AMAZING PRICE, HUGE Apt 5MIN.WALK TO SANTANA ROW, FINE DINING, TRANSP.",2329, san jose west,"2
1100ft2"
1905,"REDUCED X-LARGE 5 MIN.WALK TO SANTANA ROW, FINE DINING, TRANSP",2329, san jose west,"2
1100ft2"
1906,REDUCED RENT HUGE BRIGHT 5 MIN.WALK TO SANTANA ROW SILICON VALLEY,2329, san jose west,"2
1100ft2"
1907,One Bedroom / One Bath    $250 Deposit,2330, san jose south,"1
726ft2"
1908,HUGE FLOOR PLANS & IN THE HEART OF SUNNYVALE,2331, sunnyvale,"1
656ft2"
1909,"SUPERB COMMUNITY NEXT TO DEANZA PARK, WALKING DISTANCE TO DT SUNNYVALE",2331, sunnyvale,"1
767ft2"
1910,HEART OF CUPERTINO! WALKING DISTANCE TO APPLE & DEANZA COLLEGE,2331, cupertino,NA
1911,2BR/1BA Apartment with Wall-to-Wall Closet!,2333, san jose south,"2
880ft2"
1912,"TWO-BEDROOM, ONE-BATHROOM APT. WITH AC & CEILING FAN",2333, san jose south,"2
880ft2"
1913,Park Like View with Lots of Space 2BR/1BA Apartment for Lease!,2333, san jose south,"2
880ft2"
1914,6 Weeks Free! Move In Today!,2335, willow glen / cambrian,"2
750ft2"
1915,COME HOME TO ALTERRA & GET 6 WEEKS FREE!,2335, willow glen / cambrian,"2
750ft2"
1916,No Rent Until April! Limited time only!,2335, willow glen / cambrian,"2
750ft2"
1917,"1 Bed - 1 Bath, Near Los Gatos Creek Park & Trail, On-Site Management",2337,NA,"1
700ft2"
1918,"Second floor 1x1 Ready March 29th, Garden View, utilities incld.",2339, sunnyvale,"1
642ft2"
1919,"Ground floor 1x1 Ready March 9th, Garden View, utilties incld.",2339, sunnyvale,"1
642ft2"
1920,Sunny one bedroom ready for move in this Friday! Utilities included.,2339, sunnyvale,"1
642ft2"
1921,Don't Wait Until They're Gone!! Visit Sierrabrook Today!,2340, san jose north,"2
831ft2"
1922,Kitchen Pantry Included in This 1x1 Apartment Ready for Lease!,2341, san jose downtown,"1
700ft2"
1923,QUARTZ COUNTERTOPS & IN-WALL USB PORTS INCLUDED IN THIS 1X1 HOME,2341, san jose downtown,"1
700ft2"
1924,OPEN HOUSE! Downtown 1x1 Apartment Located near SJSU!,2341, san jose downtown,1
1925,OPEN HOUSE! Kitchen Pantry in This 1x1 Apartment Ready for Lease!,2341, san jose downtown,"1
700ft2"
1926,OPEN HOUSE! Private Balcony Featured in This 1BR/1BA Apartment*,2341, san jose downtown,"1
700ft2"
1927,OPEN HOUSE!  Wonderful 1BR/1BA Apartment Ready for Lease,2341, san jose downtown,"1
700ft2"
1928,WONDERFUL OPEN HOUSE! COME VISIT!,2341, san jose downtown,"1
700ft2"
1929,Chic Studio Apartment Home With in Unit Washer/Dryer!,2341, sunnyvale,416ft2
1930,1st Floor 1 Bedroom 1 Bath w/ Beautiful Courtyard View! Click for Info,2342, sunnyvale,"1
676ft2"
1931,Love Where you call home at  Laguna Clara! In this great 1x1,2343, santa clara,"1
754ft2"
1932,FULL FREE MONTHS RENT! Fully Renovated 1x1 Apartment Fruitdale Gardens,2345, willow glen / cambrian,"1
740ft2"
1933,"Minutes from Netflix,baraccuda,Vasona.Remodeled,hardwood,granite,pool!",2345, campbell,"1
700ft2"
1934,"NEW REMODEL & HDWD floors,Resort Pool Spa,bright floor plan,AC,Granite",2345, campbell,"1
700ft2"
1935,"Bright, spacious- granite, A/C Newly remodeled- HDWD,spa,pool,sauna!",2345, campbell,"1
700ft2"
1936,$1000 off 1st month! 1 bed/1 bath Move-in 3/16! 3rd Floor!!,2345, milpitas,"1
643ft2"
1937,$1000 off 1st month! 1 bed/1 bath Move-in 3/16! 3rd Floor!!,2345, milpitas,"1
643ft2"
1938,$1000 off 1st month! 1 bed/1 bath Move-in 3/16! 3rd Floor!!,2345, milpitas,"1
643ft2"
1939,$1000 off 1st month! 1 bed/ 1 bath Move-in March 16th! 3rd Floor!!,2345, milpitas,"1
643ft2"
1940,"Bright, spacious floor plans, near parks, shopping,Near Netflix.",2345, campbell,"1
700ft2"
1941,$1000 off 1st month! 1 bed/ 1 bath Move-in March 16th! 3rd Floor!!,2345, milpitas,"1
643ft2"
1942,$1000 off 1st month! 1 bed/ 1 bath Move-in March 16th! 3rd Floor!!,2345, milpitas,"1
643ft2"
1943,Remodeled 1BR/1BA w/ Washer & Dryer! No Utilities!!  Visit Today!!,2345, san jose north,1
1944,Beautiful 1bd/1ba Available NOW! Centrally located in Mountain View!,2345, mountain view,1
1945,"Short drive to Apple, West of El Camino area, AC, fitness, pool, spa",2345, sunnyvale,"1
560ft2"
1946,$1000 off 1st month! 1 bed/ 1 bath Move-in March 16th! 3rd Floor!!,2345, milpitas,"1
643ft2"
1947,"Open House Saturday, Newly Updated Kitchen and Bathroom",2345, sunnyvale,"1
560ft2"
1948,"New remodel-Resort Pool Spa,Sauna.Bright floor plans,AC,Granite.",2345, campbell,"1
700ft2"
1949,$1000 off 1st month! 1 bed/ 1 bath Move-in March 16th! 3rd Floor!!,2345, milpitas,"1
643ft2"
1950,$1000 off 1st month! 1 bed/ 1 bath Move-in March 16th! 3rd Floor!!,2345, milpitas,"1
643ft2"
1951,"Dishwasher, AC, microwave, patio or balcony, close to tech shuttles",2345, sunnyvale,"1
560ft2"
1952,$1000 off 1st month! 1 bed/ 1 bath Move-in 3/16! 3rd Floor!!,2345, milpitas,"1
643ft2"
1953,$1000 off 1st month! 1 bed/ 1 bath Move-in 3/16! 3rd Floor!!,2345, milpitas,"1
643ft2"
1954,"Lush Garden View, Walk to Mango Park, Cherry Chase Elementary",2345, sunnyvale,"1
560ft2"
1955,$1000 off 1st month! 1 bed/ 1 bath Move-in 3/16! 3rd Floor!!,2345, milpitas,"1
643ft2"
1956,Beautiful 2Bedroom Apartment Home Available Now!,2345, san jose north,"2
831ft2"
1957,$1000 off 1st month! 1 bed/ 1 bath Move-in March 16th! 1st Floor!!,2345, milpitas,"1
643ft2"
1958,"Fully equipped kitchens, granite counters, private bike lockers, pool",2345, campbell,"1
700ft2"
1959,$1000 off 1st month! 1 bed/ 1 bath Move-in March 16th! 1st Floor!!,2345, milpitas,"1
643ft2"
1960,"Near Netflix,light rail,Campbell, Los gatos.Pool,gym,-new remodel!",2345, campbell,"1
700ft2"
1961,$1000 off 1st month! 1 bed/ 1 bath Move-in March 16th! 3rd Floor!!,2345, milpitas,"1
643ft2"
1962,$1000 off 1st month! 1 bed/ 1 bath Move-in March 16th! 3rd Floor!!,2345, milpitas,"1
643ft2"
1963,We have What You Need! Why Wait?& No Utilities!!,2345, san jose north,"2
831ft2"
1964,"Private bike lockers, walk to LightRail, Granite kit and bath cntr, AC",2345, campbell,"1
700ft2"
1965,$1000 off 1st month! 1 bed/ 1 bath Move-in March 16th! 1st Floor!!,2345, milpitas,"1
643ft2"
1966,SPACIOUS TOWNHOME JUST MINUTES FROM THE PRUNEYARD!,2345, campbell,"2
1128ft2"
1967,"Close to Netflix,Vasona park-Pool,hot tub,gym-New remodel,Hardwood!",2345, campbell,"1
700ft2"
1968,$1000 off 1st month! 1 bed/ 1 bath Move-in March 16th! 1st Floor!!,2345, milpitas,"1
643ft2"
1969,$1000 off 1st month! 1 bed/ 1 bath Move-in March 16th! 3rd Floor!!,2345, milpitas,"1
643ft2"
1970,"Perfect Location, Reserved Parking, Sorry No Pets",2345, sunnyvale,"1
560ft2"
1971,"Walk In Closet, Large Living Rm, Covered Parking, AC, near Hwy 101",2345, gilroy,"2
911ft2"
1972,Contemporary and Large 800sqft Apt Home Ready for Move In!,2345, santa clara,"1
800ft2"
1973,"NEW REMODEL, Wood floors,Resort Pool Spa,bright floor plan,AC,Granite",2345, campbell,"1
700ft2"
1974,$1000 off 1st month! 1 bed/ 1 bath Move-in March 16th! 3rd Floor!!,2345, milpitas,"1
643ft2"
1975,"$1,000 OFF 1st months rent!!! 1 bed/ 1 bath Move-in 3/16!! 3rd floor!",2345, milpitas,"1
643ft2"
1976,"Short drive to Apple, West of El Camino area, AC, fitness, pool, spa",2345, sunnyvale,"1
560ft2"
1977,"AC, WalkIn Closets, Assigned Covered Parking, Pool, Spa, Gym, near 101",2345, gilroy,"2
838ft2"
1978,"Schedule a tour today Wood floors, great locale",2345, sunnyvale,"1
560ft2"
1979,Pick up your short term lease+move in special!,2348, san jose west,"1
977ft2"
1980,Spacious 2BED/1BATH For Lease With Swimming Pool and Playground,2349, san jose south,"2
880ft2"
1981,1Bath Luxury Apartment !! This Weekend Special Only !!!,2349, san jose downtown,"1
800ft2"
1982,Great 2bd Duplex w/Detached Garage Available Now @ 4971 Union Ave,2350, san jose west,"2
780ft2"
1983,Large 1 bedroom apartment in Santa Clara!!ONE MONTH FREE!!,2350, santa clara,"1
850ft2"
1984,Large 1 bedroom apartment in Santa Clara!ONE MONTH FREE!!,2350, santa clara,"1
850ft2"
1985,TOP FLOOR,2350, campbell,"2
986ft2"
1986,B-35 TOP FLOOR,2350, campbell,"2
986ft2"
1987,128 E Reed St downtown San Jose completely remodeled 2 bedroom 1 bath,2350, san jose downtown,"2
950ft2"
1988,Bright and Spacious 2/1 two story condo,2350, san jose south,2
1989,Completely Remodeled Guest Units (Approx. 700 sq. ft.),2350, san jose east,"2
700ft2"
1990,"Perfect location Los Gatos, Great quality, Walking distance to shops",2350, los gatos,"1
600ft2"
1991,SAN JOSE WEST - Front unit in well maintained duplex.,2350, san jose west,"2
1150ft2"
1992,Don't Let This Amazing 1BD/1BA Pass You By!,2350, los gatos,"1
650ft2"
1993,The Beautiful Vintage Charm of this Gorgeous 1BD/1BA Will Amaze You!,2350, los gatos,"1
650ft2"
1994,"Beautiful 2 bedroom, READY NOW!",2350, san jose south,"2
980ft2"
1995,nice 2bed1ba apt available in Milpitas,2350, milpitas,"2
840ft2"
1996,Your new home is waiting! Water & Garbage included!,2350, san jose south,"2
980ft2"
1997,1 bd great quality convenient location!,2350, los gatos,"1
600ft2"
1998,Beautiful 1 Bed 1 Bath Apt. (ONE MONTH FREE!),2350, santa clara,"1
850ft2"
1999,Lovely Spacious Upstairs Home! With Water & Trash Included!,2350, san jose south,"2
980ft2"
2000,@@special 2bed1ba apt available now,2350, milpitas,"2
840ft2"
2001,EXCELLENT VIEWS FROM SKYLINE AT TAMIEN STATION,2350, san jose downtown,"1
733ft2"
2002,MOVE IN SPECIAL $400 OFF FIRST MONTH'S RENT,2350, san jose east,"2
780ft2"
2003,Amazing Home with Amazing Price!! Utilities Included!,2350, san jose north,2
2004,Great place Los Gatos! Ideal Location! Vasona Park!,2350, los gatos,NA
2005,"BEAUTIFUL , REMODEL, QUIET (This Has been Rented)",2350, sunnyvale,1
2006,@@Beautiful 2 Bd 1Ba Apt is Available Now in Victorian Square !!,2350, milpitas,"2
840ft2"
2007,"1 bath, upstairs, walk to world class restaurants - Big Basin way",2350, saratoga,"2
800ft2"
2008,Spacious 2bedroom/ 1 baths Apartment in San Jose,2350, san jose south,2
2009,"Gorgeous 1BD/1BA built in 2017, with 120 sqft bonus room",2350, san jose downtown,"1
720ft2"
2010,"Gorgeous 1BD/1BA built in 2017, with 120 sqft bonus room",2350, san jose east,"1
720ft2"
2011,"Gorgeous 1BD/1BA built in 2017, with 120 sqft bonus room",2350, san jose north,"1
720ft2"
2012,"Gorgeous 1BD/1BA built in 2017, with 120 sqft bonus room",2350, san jose west,"1
720ft2"
2013,"Gorgeous 1BD/1BA built in 2017, with 120 sqft bonus room",2350, san jose south,"1
720ft2"
2014,****@@Beautiful 2 Bd 1Ba Apt is Available Now in Victorian Square !!,2350, milpitas,"2
840ft2"
