,Title,Price,Location,Bed
1908,"Concord Lrg 1Br/1Ba, upstairs, small Pet Ok, near Ranch 99 Market",1695, concord / pleasant hill / martinez,"1
700ft2"
1909,"CONCORD: Lrg 1Br/1Ba, Upstairs, near Chuck-E-Cheese",1695, concord / pleasant hill / martinez,"1
700ft2"
1910,"Concord: Lrg 1Br/1Ba, Upstairs, near Ranch-99",1695, concord / pleasant hill / martinez,"1
700ft2"
1911,Newly furnished studio. Walk to UC Berkeley. Move in special!,1695, berkeley,NA
1912,"Studio in Historic, pet-friendly building! 851 O'Farrell #403",1695, tenderloin,NA
1913,Must See! Stainless appliances~Storage~Platform area,1695, berkeley,500ft2
1914,1 Bedroom Apartment Available!!! Close To Bart,1695, hayward / castro valley,"1
625ft2"
1915,1 Bedroom Apartment Available!!! Close To Bart,1695, hayward / castro valley,"1
625ft2"
1916,Spacious 1 bedroom in San Leandro Prime Location,1695, san leandro,"1
720ft2"
1917,Come by now to check out our awesome rentals and make major savings!!,1695, pittsburg / antioch,1
1918,**BERKELEY*STUDIO*WALK TO CLARK KERR CAMPUS*CLOSE TO UCB**,1695, berkeley,NA
1919,**BERKELEY*STUDIO*NEAR CLARK KERR CAMPUS*CLOSE TO TELEGRAPH SHOPS**,1695, berkeley,NA
1920,Prime Downtown Location,1695, san leandro,1
1921,"Victorian building .Hardwood floors, Studio ,washer dryer",1695, oakland hills / mills,440ft2
1922,Cute Studio - Newly Remodeled Near Lake Merritt,1695, oakland lake merritt / grand,NA
1923,Renovated 1 bedroom CONDO  Gated community,1695," Concord,CA","1
644ft2"
1924,Ventana aparment homes in Pittsburg CA is the perfect place for you!,1695, pittsburg / antioch,1
1925,Don't move out on this advantageous Bay Area move,1695, pittsburg / antioch,1
1926,Spring into something new ;),1695, pittsburg / antioch,1
1927,Totally Renovated studio apt in Marina style bldg,1695, alameda,1
1928,Move in by 2/28/19 and receive April Free !!,1695, pittsburg / antioch,1
1929,Come be part of an awesome residence that has so much to offer!,1695, pittsburg / antioch,1
1930,New Year Move In Bonus! Spacious and Bright 1BR 1BA Upstairs Apartment,1695, hayward / castro valley,"1
625ft2"
1931,FULLY RENOVATED! Jr. 1 bdr - Only 1 left!,1695, oakland east,"1
500ft2"
1932,1BD 1BA Apartment in San Leandro!,1695, san leandro,"1
500ft2"
1933,Charming Studio available near Civic Center!,1695, downtown / civic / van ness,NA
1934,"STUDIO/InLaw,Furnish,Nice,,Convenient,Include UtilityPark,SunnyDeck",1695, berkeley,1
1935,"We got it all and MORE, MOVE IN WITH NO PAYMENT for April!",1695, pittsburg / antioch,1
1936,Near Bart! Studio Available!,1695, san leandro,525ft2
1937,*Special*Great Location! Studio Apartment Available Now!!!,1695, fremont / union city / newark,430ft2
1938,2070 UNIVERSITY AVE OFFERS A STUDIO,1695, berkeley,NA
1939,"$1695.00. Cute Jr 1 bedroom, Close to BART!!!",1695,NA,NA
1940,BEAUTIFUL SENIOR APARTMENT HOME -  AVAIL NOW - HURRY!!!,1695, pittsburg / antioch,1
1941,Right next to Bart Station. It's the best Bay Area Community,1695, pittsburg / antioch,1
1942,1bd/1ba Apartment in Coveted Neighborhood of Albany.,1695," 605 San Pablo Ave, Albany, CA",400ft2
1943,**Special * Studio Apartment Available  DO NOT MISS THIS OPPORTUNITY!,1695, fremont / union city / newark,430ft2
1944,"STUDIO/InLaw,Nice,Own Garden Entrance,Incld UtilityPark,SunnyDeck",1695, berkeley,1
1945,"STUDIO/In Law,Furnish,Bachkyard Garden Entrance,IncludUtilitySunnyDeck",1695, berkeley,1
1946,1 month free when you move by the 28th!!!!,1695, pittsburg / antioch,1
1947,*Special*Great Location! Studio Apartment Available Now!!!,1695, fremont / union city / newark,430ft2
1948,"HUGE master suite + PRIVATE bathroom, Fully furnished",1695, santa clara,1
1949,"STUDIO/In Law,Furnish,Bachkyard Garden Entrance,IncludUtilitySunnyDeck",1695, berkeley,1
1950,Fully Remodel  1 Bed 1 Bath Apt in Concord,1695, concord / pleasant hill / martinez,"1
700ft2"
1951,*Special*Great Location! Studio Apartment Available Now!!!,1695, fremont / union city / newark,430ft2
1952,*Special*Great Location! Studio Apartment Available Now!!!,1695, fremont / union city / newark,430ft2
1953,Move in Special 1695.00 Spacious 1 bedroom 1 Bath,1695, concord / pleasant hill / martinez,"1
730ft2"
1954,Move in Special 1695.00 Spacious 1 bedroom 1 Bath,1695, concord / pleasant hill / martinez,"1
730ft2"
1955,1bedroom cottage westside,1695, santa cruz,1
1956,Beautifully Renovated Fairfield Cottage,1695, fairfield / vacaville,2
1957,Large One Bed Min. from San Jose City College Down Unit (Moorpark),1695, san jose west,1
1958,Sunny premium STUDIO One Block to Lake near Grand Lake Shopping,1695, oakland lake merritt / grand,"1
354ft2"
1959,"SPACIOUS  1 BDRM, Walk to Lake Merritt and shops",1695, oakland lake merritt / grand,1
1960,*Special*Great Location! Studio Apartment Available Now!!!,1695, fremont / union city / newark,430ft2
1961,"STUDIO/In Law,Nego W/lLease,Furnish,OwnEntrance,IncludUtilitySunnyDeck",1695, berkeley,1
1962,*Special*Great Location! Studio Apartment Available Now!!!,1695, fremont / union city / newark,430ft2
1963,Newly Renovated 1bd/1ba Freshly Painted With New Carpet Now Available!,1695, san leandro,1
1964,*Special*Great Location! Studio Apartment Available Now!!!,1695, fremont / union city / newark,430ft2
1965,**BERKELEY*ONE BEDROOM*WALK TO N.BERKELEY BART**,1695, berkeley,1
1966,"STUDIO/InLaw,Nice,Own Garden Entrance,Incld UtilityPark,SunnyDeck",1695, berkeley,1
1967,"Studio apartment in Great location! Mountain View! ""BT Properties""",1695, mountain view,NA
1968,"STUDIO/InLaw,Furnish,NegoW/Lease,Back Entrance,IncludUtilitySunnyDeck",1695, berkeley,1
1969,*Special*Great Location! Studio Apartment Available Now!!!,1695, fremont / union city / newark,430ft2
1970,2 bd 1 ba,1695, santa rosa,2
1971,"STUDIO/FurnishNegoW/Lease,OwnGarden Entrance,IncldUtilityParking,Patio",1695, berkeley,1
1972,"STUDIO/In Law,Furnish,Nego W/Lease,Back Entranc,IncludUtilitySunnyDeck",1695, berkeley,1
1973,*Special*Great Location! Studio Apartment Available Now!!!,1695, fremont / union city / newark,430ft2
1974,"STUDIO/FurnishNegoW/Lease,OwnGarden Entrance,IncldUtilityParking,Patio",1695, berkeley,1
1975,New Luxury 1BR 1BA In-Law Apartment,1695, sunset / parkside,1
1976,"STUDIO/In Law,Furnish,NegoW/Lease,Back Entrance,IncludUtilitySunnyDeck",1695, berkeley,1
1977,"STUDIO/FurnishNegoW/Lease,OwnGarden Entrance,IncldUtilityParking,Patio",1695, berkeley,1
1978,Beautiful Renovated 1BR 1BA In-Law Unit,1695, sunset / parkside,1
1979,"STUDIO/InLaw,Furnished,Nego W/Lease,Include UtilityPark,SunnyDeck",1695, berkeley,1
1980,DOWNTOWN LAFAYETTE $DEPOSIT SPECIAL$$$,1695, lafayette / orinda / moraga,"1
650ft2"
1981,*Special*Great Location! Studio Apartment Available Now!!!,1695, fremont / union city / newark,430ft2
1982,Remodeled STUDIO is Available Now!!!,1695, fremont / union city / newark,430ft2
1983,Remodeled STUDIO is Available Now!!!,1695, fremont / union city / newark,430ft2
1984,*Special*Great Location! Studio Apartment Available Now!!!,1695, fremont / union city / newark,430ft2
1985,Watsonville 1 bedroom 1 bath Apt,1695, watsonville,"1
675ft2"
1986,"STUDIO/InLaw,Furnished,Nego W/Lease,Include UtilityPark,SunnyDeck",1695, berkeley,1
1987,"STUDIO/FurnishNegoW/Lease,OwnGarden Entrance,IncldUtilityParking,Patio",1695, berkeley,1
1988,//Large 1-Bd //30min to S.F/Contra Costa College,1695," hercules, pinole, san pablo, el sob","1
975ft2"
1989,"STUDIO/FurnishNegoW/Lease,OwnGarden Entrance,IncldUtilityParking,Patio",1695, berkeley,1
1990,MOVE BY THURSDAY AND GET APRIL FREE!!,1695, pittsburg / antioch,1
1991,"STUDIO/InLaw,Furnished,Nego W/Lease,Include UtilityPark,SunnyDeck",1695, berkeley,1
1992,*Special*Great Location! Studio Apartment Available Now!!!,1695, fremont / union city / newark,430ft2
1993,Quiet Studio in Premier Naglee Downtown Neighborhood,1695, san jose downtown,500ft2
1994,Fully Remodel  1 Bed 1 Bath Apt in Concord,1695, concord / pleasant hill / martinez,"1
700ft2"
1995,Near Bart! Studio Available Soon!,1695, san leandro,525ft2
1996,"STUDIO/FurnishNegoW/Lease,OwnGarden Entrance,IncldUtilityParking,Patio",1695, berkeley,1
1997,Sunny Temescal Studio near Broadway & 42nd Street,1695, oakland north / temescal,400ft2
1998,"STUDIO/InLaw,Furnished,Nego W/Lease,Include UtilityPark,SunnyDeck",1695, berkeley,1
1999,*Special*Great Location! Studio Apartment Available Now!!!,1695, fremont / union city / newark,430ft2
2000,CENTRAL VALLEY PROPERTIES-1602 Lincoln Blvd,1695, dublin / pleasanton / livermore,"2
900ft2"
2001,1bd/1ba Apartment in Coveted Neighborhood of Albany.,1695," 605 San Pablo Ave, Albany, CA",400ft2
2002,BEAUTIFUL SPACIOUS STUDIO W/HARDWOODk FLOORS!,1695, oakland lake merritt / grand,650ft2
2003,"Cherished by History Nerds, the Kenilworth is Architectural Eye Candy",1695, lower nob hill,NA
2004,"STUDIO/FurnishNegoW/Lease,OwnGarden Entrance,IncldUtilityParking,Patio",1695, berkeley,1
2005,*Special*Great Location! Studio Apartment Available Now!!!,1695, fremont / union city / newark,430ft2
2006,Near Bart! Studio Available Soon!,1695, san leandro,525ft2
2007,"STUDIO/FurnishNegoW/Lease,OwnGarden Entrance,IncldUtilityParking,Patio",1695, berkeley,1
2008,2 bd 1 ba,1695, santa rosa,NA
2009,*Special*Great Location! Studio Apartment Available Now!!!,1695, fremont / union city / newark,430ft2
2010,Near Bart! Studio Available Soon!,1695, san leandro,525ft2
2011,"Studio apartment in Great location! Mountain View! ""BT Properties""",1695, mountain view,NA
2012,"STUDIO/InLaw,Furnished,Nego W/Lease,Include UtilityPark,SunnyDeck",1695, berkeley,1
2013,"STUDIO/FurnishNegoW/Lease,OwnGarden Entrance,IncldUtilityParking,Patio",1695, berkeley,1
2014,"1 Bed 1 Bath near Winchester Boulevard TOUR Mon, Wed, Fri, 5:30",1695, san jose south,1
2015,"STUDIO/InLaw,Furnished,Nego W/Lease,Include UtilityPark,SunnyDeck",1695, berkeley,1
2016,1X1+Bonus Room+2 Walk-in Closets Available Now!!!,1695, santa rosa,1
2017,"STUDIO/FurnishNegoW/Lease,OwnGarden Entrance,IncldUtilityParking,Patio",1695, berkeley,1
2018,"STUDIO/InLaw,Furnished,Nego W/Lease,Include UtilityPark,SunnyDeck",1695, berkeley,1
2019,"STUDIO/FurnishNegoW/Lease,OwnGarden Entrance,IncldUtilityParking,Patio",1695, berkeley,1
2020,@@@Great Location!!! Studio Apartment is Available Now!!!,1695, fremont / union city / newark,430ft2
2021,Fully Remodel 1 Bed 1 Bath Apt in Concord,1695, concord / pleasant hill / martinez,"1
700ft2"
2022,"STUDIO/FurnishNegoW/Lease,OwnGarden Entrance,IncldUtilityParking,Patio",1695, berkeley,1
2023,One Bedroom Apartment! One Month Rent Free with One Year Lease!,1695," hercules, pinole, san pablo, el sob","1
625ft2"
2024,"STUDIO/FurnishNegoW/Lease,OwnGarden Entrance,IncldUtilityParking,Patio",1695, berkeley,1
2025,@@@Great Location!!! Studio Apartment is Available Now!!!,1695, fremont / union city / newark,430ft2
2026,"Freshly Painted, Granite Counter tops, New Wall to Wall Carpet. Walkin",1695, oakland lake merritt / grand,1
2027,"Private Studio in San Leandro, Bayo Vista",1695, san leandro,"1
800ft2"
2028,"STUDIO/InLaw,Furnished,Nego W/Lease,Include UtilityPark,SunnyDeck",1695, berkeley,1
2029,Studio Apartment Home Available Now!,1695, fremont / union city / newark,430ft2
2030,MOVE IN SPECIAL! Studio! Apply http://villasantaclara.eprodesse.com,1695, santa clara,NA
2031,"STUDIO/InLaw,Furnished,Nego W/Lease,Include UtilityPark,SunnyDeck",1695, berkeley,1
2032,Great Large 1 bedroom 1 Bath apartment home.,1695, hayward / castro valley,1
2033,"STUDIO/InLaw,Furnished,Nego W/Lease,Include UtilityPark,SunnyDeck",1695, berkeley,1
2034,New Luxury 1BR 1BA In-Law Apartment,1695, sunset / parkside,1
2035,Studio on Geary Street,1695, lower nob hill,250ft2
2036,"STUDIO/InLaw,Furnished,Negotiable W/Lease,Includ UtilityPark,SunnyDeck",1695, berkeley,1
2037,OPEN HOUSE ALL DAY Remodel  1 Bed 1 Bath Apt in Concord,1695, concord / pleasant hill / martinez,"1
700ft2"
2038,"STUDIO/FurnishNegoW/Lease,OwnGarden Entrance,IncldUtilityParking,Patio",1695, berkeley,1
2039,1x1 Clean and bright with central heating and air conditioning,1695, santa rosa,"1
641ft2"
2040,1 bedroom 1 bath in-law,1695, sunset / parkside,1
2041,*Special*Great Location! Studio Apartment Available Now!!!,1695, fremont / union city / newark,430ft2
2042,506 H Street Antioch,1695, pittsburg / antioch,"2
850ft2"
2043,Accepting Applications for 1BD/1BA Near BART! Good Commuter home.,1695,NA,"1
500ft2"
2044,1BD 1BA Apartment in San Leandro! Ready SOON!! Apply NOW!l,1695, san leandro,"1
500ft2"
2045,Accepting Applications for 1BD/1BA Near BART! Good Commuter home.,1695,NA,"1
500ft2"
2046,1BD 1BA Apartment in San Leandro! Ready SOON!! Apply NOW!l,1695, san leandro,"1
500ft2"
2047,1 Bed 1 Bath Apartments in San Leandro. Coming SOON!,1695, san leandro,"1
500ft2"
2048,*Special*Great Location! Studio Apartment Available Now!!!,1695, fremont / union city / newark,430ft2
2049,"STUDIO/FurnishNegoW/Lease,OwnGarden Entrance,IncldUtilityParking,Patio",1695, berkeley,1
2050,"Studio apartment in Great location! Mountain View! ""BT Properties""",1695, mountain view,NA
2051,@@@SPECIAL!!!Studio Apartment is Available Soon!!!,1695, fremont / union city / newark,430ft2
2052,"Freshly Painted, Granite Counter tops, New Wall to Wall Carpet. Walkin",1695, oakland lake merritt / grand,NA
2053,Lovely Newly Renovated 1BR 1BA In-Law Unit,1695, sunset / parkside,1
2054,"STUDIO/InLaw,Furnished,Negotiable W/Lease,Includ UtilityPark,SunnyDeck",1695, berkeley,1
2055,Leasing Special - ONE MONTH FREE RENT!,1698, fairfield / vacaville,"2
725ft2"
2056,HURRY ONE MONTH RENT FREE EXPIRES SOON!,1698, fairfield / vacaville,"2
725ft2"
2057,Leasing Special - ONE MONTH FREE RENT!,1698, fairfield / vacaville,"2
725ft2"
2058,Vintage Classic Downtown Pleasanton,1698, dublin / pleasanton / livermore,NA
2059,Vintage Classic Downtown Pleasanton,1698, dublin / pleasanton / livermore,1
2060,6 Weeks Free Rent! Private Unit in Communal Space- Downtown Oakland!,1699, oakland downtown,1
2061,^^^1 BD 1 BA^^^RESERVE NOW^^^NO APP FEE,1699, pittsburg / antioch,"1
627ft2"
2062,***1 BD 1 BA***COMING SOON***NO APP FEE,1699, pittsburg / antioch,"1
627ft2"
2063,"*****Fully Renovated Nob Hill Studio, Best Location *****",1699, nob hill,NA
2064,Immediate Move-in One Month Free!,1699, san jose west,NA
2065,"LOWERED RATES AND UP TO $1,500 OFF MOVE IN!!! COME TOUR TODAY!!!",1699, santa rosa,"1
652ft2"
2066,Immediate Move-in One Month Free!,1699, san jose west,NA
2067,$1000.00 Off First Months Rent 1 Bedroom In Convenient Location,1699, santa rosa,"1
670ft2"
2068,Ready to move in March 9th,1699, hayward / castro valley,485ft2
2069,Immediate Move-in One Month Free!,1699, san jose west,NA
2070,Private modern furnished studio in the heart of Valley,1699, east palo alto,350ft2
2071,$1699 1 Bedroom downstairs with private yard,1699, rohnert pk / cotati,"1
610ft2"
2072,$1000.00 Off First Months Rent 1 Bedroom In Convenient Location,1699, santa rosa,"1
670ft2"
2073,Immediate Move-in One Month Free!,1699, san jose west,NA
2074,Ready to move in March 9th,1699, hayward / castro valley,485ft2
2075,Immediate Move-in One Month Free!,1699, san jose west,NA
2076,"Lovely Rincon Valley apartment, new carpet and one car garage",1699, santa rosa,"2
725ft2"
2077,End 1 bedroom upstairs $1699,1699, rohnert pk / cotati,"1
610ft2"
2078,"1 Bedroom upstairs, updated & close to the freeway",1699, rohnert pk / cotati,"1
610ft2"
2079,Immediate Move-in One Month Free!,1699, san jose west,NA
2080,Immediate Move-in One Month Free !,1699, san jose west,NA
2081,$1000.00 Off First Months Rent 1 Bedroom In Convenient Location,1699, santa rosa,"1
670ft2"
2082,Come Tour TODAY and Receive Money Off Your Move In!! Don't Miss Out!!,1699, santa rosa,"1
652ft2"
2083,Immediate Move-in One Month Free !,1699, san jose west,NA
2084,Immediate Move-in One Month Free !,1699, san jose west,NA
2085,"$1,699 Apartment for rent",1699, oakland west,NA
2086,Ready to move in March 9th,1699, hayward / castro valley,485ft2
2087,$1000.00 Off First Months Rent 1 Bedroom In Convenient Location,1699, santa rosa,"1
670ft2"
2088,Immediate Move-in One Month Free!,1699, san jose west,NA
2089,Immediate Move-in One Month Free!,1699, san jose west,NA
2090,Who wants move in off? $1699 off right now at Bennington,1699, fairfield / vacaville,"1
740ft2"
2091,Ready to move in March 9th,1699, hayward / castro valley,485ft2
2092,Come and View ~OPEN HOUSE~ 3/3/19 9am-5pm,1699, hayward / castro valley,"1
630ft2"
2093,Immediate Move-in One Month Free !,1699, san jose west,NA
2094,Immediate Move-in One Month Free !,1699, san jose west,NA
2095,Immediate Move-in One Month Free !,1699, san jose west,NA
2096,$1699 1 Bedroom downstairs with private yard,1699, rohnert pk / cotati,"1
610ft2"
2097,Junior 1BD(in-law) Close to Freeways. Open-Sat:12:15pm,1699, portola district,"1
500ft2"
2098,Immediate Move-in One Month Free!,1699, san jose west,NA
2099,Immediate Move-in One Month Free!,1699, san jose west,NA
2100,Cute and Cozy 1x1....Call Today for Details,1699, pittsburg / antioch,"1
626ft2"
2101,You'll Love It Here! And $1000 OFF Your FIRST Month's Rent!,1699, santa rosa,1
2102,Immediate Move-in One Month Free!,1699, san jose west,NA
2103,Beautiful 1x1 Call Today For Details,1699, santa rosa,"1
600ft2"
2104,Open House 3/3/19 9AM - 5PM *Great Price*,1699, hayward / castro valley,"1
630ft2"
2105,Ready to move in March 16th,1699, hayward / castro valley,485ft2
2106,1 Bedroom upstairs with large double door pantry,1699, rohnert pk / cotati,"1
610ft2"
2107,$1699 1 Bedroom downstairs with covered parking,1699, rohnert pk / cotati,"1
610ft2"
2108,Immediate Move-in One Month Free !,1699, san jose west,NA
2109,"1 Bed / 1 Bath Available to View, Open House 3/3/19",1699, hayward / castro valley,"1
630ft2"
2110,Immediate Move-in One Month Free !,1699, san jose west,NA
2111,"Leasing Now, Billiards and Media Rooms, Laundry in Unit",1699, fairfield / vacaville,"1
790ft2"
2112,"Upgraded 1 Bed/1 Bath, *Open House 3/3/19* 9am-5pm",1699, hayward / castro valley,"1
630ft2"
2113,Immediate Move-in One Month Free !,1699, san jose west,NA
2114,Edwardian Studio Apartment Available Now,1700, lower nob hill,NA
2115,Studio / Open Floor Plan,1700, fremont / union city / newark,NA
2116,Studio / Open Floor Plan,1700, fremont / union city / newark,NA
2117,"$1700 Deposit Close to Financial District, Union Square and more",1700, lower nob hill,NA
